Producer,95653,111022200
Consumer,33423,400
Producer,27364,110988600
Consumer,23659,200
Producer,25882,110947400
Consumer,11237,200
Consumer,28792,400
Producer,29379,111007200
Consumer,88930,200
Producer,17440,110951300
Producer,70609,110842000
Consumer,68392,400
Consumer,33165,200
Producer,95188,110796000
Consumer,37919,300
Consumer,49608,400
Producer,95173,111039200
Producer,3458,110942600
Consumer,37148,3600
Producer,29139,111053800
Consumer,63724,200
Producer,50637,111005400
Consumer,50564,200
Producer,36712,110869200
Consumer,81411,500
Producer,87287,110818300
Consumer,35612,200
Consumer,34416,300
Producer,95391,111162700
Consumer,76768,200
Producer,21389,111065400
Consumer,95367,300
Producer,99561,111059000
Producer,384,111014100
Consumer,35808,300
Producer,3704,111009900
Producer,58924,110862400
Consumer,16017,200
Consumer,48446,300
Producer,57073,110899000
Consumer,20304,300
Consumer,77661,300
Producer,97946,110831300
Consumer,93136,300
Producer,81543,110990600
Producer,17682,111130200
Producer,25556,111044400
Consumer,91683,300
Producer,31770,111025700
Producer,38004,111014100
Consumer,94900,500
Producer,87882,110930500
Consumer,36020,300
Producer,46762,110840900
Consumer,639,400
Consumer,74204,200
Producer,73951,110794100
Consumer,88389,300
Producer,72502,110805300
Consumer,80591,300
Producer,82967,110794100
Consumer,61428,400
Producer,52206,110530800
Consumer,43787,300
Producer,72046,110659600
Consumer,46386,400
Consumer,89075,300
Consumer,33664,600
Producer,27927,110952900
Producer,61563,110874700
Producer,5120,110618200
Producer,48421,110610900
Producer,29890,110594300
Consumer,64896,300
Consumer,57701,400
Producer,94407,110619000
Consumer,61082,2700
Producer,75357,110616500
Consumer,36813,300
Producer,69961,110629900
Consumer,55452,300
Producer,20846,110667700
Consumer,28751,200
Consumer,15610,300
Producer,70383,110624200
Consumer,7218,200
Consumer,23387,300
Producer,40135,110582100
Consumer,56936,1400
Producer,13531,110543300
Producer,10644,110569400
Consumer,88648,300
Producer,72619,111051700
Producer,19253,111060400
Consumer,62124,400
Producer,72291,111012300
Consumer,3536,300
Consumer,48388,400
Consumer,16192,200
Producer,88440,111042300
Consumer,54330,300
Producer,45569,111075400
Consumer,99403,300
Producer,47234,111053300
Consumer,86509,200
Producer,92553,111004800
Consumer,28027,300
Producer,70787,111064100
Consumer,84081,400
Producer,17022,111095000
Producer,56844,111139400
Consumer,41477,300
Producer,26408,111125900
Consumer,60941,200
Producer,70817,111331700
Consumer,25288,300
Consumer,28686,200
Producer,35212,111383800
Consumer,84022,300
Producer,98532,111255200
Consumer,34797,300
Consumer,20879,300
Consumer,80342,100
Producer,97051,111308500
Consumer,75652,300
Producer,98646,111405000
Producer,30507,111352600
Consumer,40074,200
Producer,48542,111306100
Consumer,79671,200
Producer,87099,111363500
Consumer,76272,300
Producer,57940,111789100
Producer,13579,111643000
Consumer,55491,300
Producer,64808,111567700
Consumer,74073,300
Consumer,50939,200
Producer,76724,111596200
Consumer,89773,200
Producer,86448,111502600
Consumer,46371,300
Producer,77559,111420100
Consumer,80697,200
Producer,34222,111267900
Consumer,94251,200
Producer,78035,111568400
Consumer,13330,300
Consumer,39249,300
Producer,99385,111530700
Consumer,39650,400
Consumer,61759,400
Producer,80330,111715700
Producer,17453,111642800
Consumer,5721,300
Producer,34898,111625900
Consumer,88915,200
Producer,33686,111586800
Producer,44970,111558400
Consumer,53845,200
Producer,38205,111399300
Consumer,14859,400
Consumer,93850,200
Producer,83273,111284500
Producer,58437,111183900
Consumer,70072,300
Producer,31265,111112800
Consumer,20748,200
Consumer,21194,300
Producer,82689,111332800
Consumer,17037,300
Consumer,74992,400
Consumer,96911,400
Producer,96134,111449000
Consumer,76580,200
Producer,12208,111359600
Producer,99290,111262700
Consumer,99210,144900
Producer,72006,110929300
Consumer,51755,4000
Producer,69186,110813700
Consumer,16604,111200
Consumer,69196,235600
Consumer,6637,300
Producer,7261,110931500
Producer,45287,106144800
Producer,51547,106128500
Producer,38827,106115700
Consumer,60014,300
Producer,46541,106521900
Consumer,5262,200
Consumer,57685,200
Producer,60150,106337500
Consumer,13817,400
Producer,44607,106318200
Consumer,74342,200
Producer,62206,106271100
Consumer,36339,400
Producer,39160,106227000
Consumer,70980,300
Producer,53022,106167600
Producer,24085,106044100
Consumer,42343,300
Producer,30695,105967800
Consumer,86585,200
Producer,87977,105816500
Consumer,16236,300
Producer,33604,105760400
Consumer,10580,200
Consumer,9247,200
Producer,15023,105871800
Consumer,85507,200
Producer,32777,105853700
Consumer,46091,200
Producer,58932,105887900
Consumer,10967,100
Producer,42293,105633900
Consumer,19786,200
Consumer,19577,200
Consumer,1541,200
Consumer,43449,300
Producer,66543,105866900
Producer,30040,105805500
Consumer,17100,300
Consumer,14434,200
Consumer,91940,200
Producer,85927,105776500
Consumer,11192,300
Consumer,42132,200
Producer,74625,105942600
Consumer,13200,300
Consumer,9086,300
Consumer,67195,200
Producer,46920,106024800
Consumer,79889,200
Producer,60906,106158800
Producer,17355,106077900
Consumer,50629,500
Producer,51174,106030200
Producer,34619,105970000
Consumer,52140,200
Producer,40686,105929800
Consumer,3778,300
Consumer,46395,200
Producer,85065,106006100
Consumer,35458,200
Consumer,20235,300
Consumer,14540,200
Producer,72900,106062600
Consumer,26986,500
Consumer,81842,300
Producer,50063,106103900
Consumer,97156,200
Producer,83702,106008500
Consumer,35336,200
Producer,80795,105797100
Consumer,11104,200
Consumer,361,200
Consumer,13520,200
Consumer,29525,200
Consumer,81324,300
Producer,86181,106053400
Consumer,31871,300
Producer,79222,106372600
Consumer,61051,200
Producer,33468,106209800
Producer,1774,106121600
Consumer,94523,300
Producer,81060,106031400
Producer,18345,105717900
Producer,50293,105658900
Consumer,5089,200
Consumer,83308,300
Producer,31976,105873600
Consumer,50818,300
Producer,98685,105705400
Consumer,31668,200
Producer,25516,105705700
Consumer,46458,200
Consumer,3611,300
Consumer,52716,200
Producer,72178,105880200
Consumer,39462,400
Producer,58412,105790500
Consumer,62152,300
Producer,29494,105701700
Consumer,20014,200
Consumer,27015,200
Producer,99171,105677700
Consumer,61428,300
Producer,34514,105551800
Consumer,71286,200
Producer,82903,105347400
Consumer,40220,300
Producer,42378,105273900
Producer,16327,105248500
Consumer,60458,200
Producer,6838,105175800
Consumer,44167,100
Producer,78904,105074500
Consumer,91388,200
Producer,96875,105013600
Consumer,14387,200
Consumer,49158,300
Producer,53969,105036900
Consumer,38617,200
Consumer,14665,100
Producer,80757,104900100
Consumer,42292,200
Consumer,28484,200
Producer,60264,104699600
Consumer,8098,200
Consumer,57926,200
Consumer,5731,200
Consumer,36135,200
Producer,85937,104773200
Consumer,90398,100
Producer,55399,104792100
Producer,22221,104637400
Consumer,57212,200
Producer,74201,104625300
Consumer,3936,200
Producer,30550,104641800
Consumer,8772,200
Consumer,98008,200
Producer,94572,105147500
Consumer,93847,200
Producer,83366,105064500
Consumer,70668,200
Producer,4309,104993000
Producer,73773,104969800
Consumer,54873,200
Producer,61515,104914100
Consumer,30507,300
Consumer,32536,400
Producer,54482,105061600
Consumer,55656,200
Producer,71084,104465500
Consumer,16855,200
Consumer,16207,300
Producer,35929,104509900
Consumer,24051,400
Producer,5267,104503200
Consumer,60187,200
Producer,24983,104475200
Producer,47221,104459100
Consumer,34086,200
Producer,7786,104349100
Producer,14456,104313000
Producer,13801,104264800
Consumer,96343,300
Consumer,75182,100
Producer,62865,104267900
Producer,79015,104232900
Consumer,26898,200
Consumer,45033,300
Producer,85245,104124800
Consumer,14390,200
Producer,24217,104351000
Consumer,16839,1400
Consumer,97184,300
Producer,62019,104853400
Producer,37951,104847600
Producer,8896,104693300
Consumer,21586,1300
Consumer,75573,300
Producer,75934,104822500
Consumer,7538,300
Consumer,66187,400
Producer,85480,104872200
Consumer,11536,300
Consumer,97164,400
Producer,71215,104858600
Consumer,93972,300
Producer,71243,104807500
Producer,68043,104750000
Consumer,84900,3300
Producer,97967,104621400
Consumer,76165,300
Producer,12205,104458200
Producer,19666,104388700
Producer,30555,104245200
Consumer,78871,400
Producer,47486,104146100
Consumer,12988,200
Producer,30576,104054900
Producer,25130,104005800
Consumer,81723,300
Producer,29309,104003300
Producer,43549,103949200
Consumer,49133,200
Producer,50963,103953900
Consumer,84430,2400
Producer,16956,103975500
Consumer,59976,200
Producer,99279,104162600
Consumer,1653,200
Consumer,10070,300
Consumer,40465,300
Producer,67501,104396200
Consumer,67563,100
Producer,38577,104394200
Consumer,90329,200
Producer,96208,104411100
Consumer,61731,300
Producer,94751,104392000
Consumer,26736,200
Consumer,35452,400
Consumer,82233,200
Producer,82993,104835900
Consumer,23094,400
Producer,91690,104842100
Consumer,53095,300
Producer,39939,104833900
Consumer,27353,300
Consumer,87654,200
Producer,61263,104499700
Consumer,2448,100
Consumer,92767,300
Producer,97575,104605100
Producer,36634,104564900
Consumer,4171,100
Consumer,11370,300
Consumer,94277,200
Producer,92987,104284800
Producer,53904,104279800
Consumer,69057,200
Producer,37374,104304100
Producer,29615,104312800
Consumer,93969,300
Producer,6643,104336300
Producer,49270,104337100
Producer,36028,104318600
Consumer,77504,200
Producer,31440,104285400
Producer,24208,104256900
Producer,24289,104244100
Consumer,51707,200
Producer,6308,104214500
Producer,36240,104197700
Consumer,73091,300
Producer,32318,104278100
Producer,4092,104273200
Consumer,8701,2100
Consumer,79664,200
Producer,58258,104568400
Producer,3292,104564300
Consumer,22256,300
Producer,93879,104530900
Consumer,23949,300
Producer,13290,104517800
Consumer,5285,300
Consumer,23207,300
Consumer,98844,100
Producer,51260,104626000
Producer,62272,104613900
Consumer,69320,100
Producer,53573,104628300
Consumer,54344,400
Producer,214,104605400
Producer,19042,104583300
Consumer,77353,200
Producer,36551,104542700
Producer,60080,104520700
Producer,42089,104496600
Consumer,30265,2400
Consumer,64774,300
Producer,86467,104678400
Consumer,23757,200
Consumer,8893,2700
Producer,56633,104731100
Consumer,55753,400
Consumer,62812,200
Producer,80551,104759800
Consumer,6150,100
Consumer,26328,200
Consumer,76806,200
Producer,80618,104811200
Producer,4840,104788700
Producer,16354,104780700
Consumer,89030,300
Producer,92313,104754900
Consumer,19570,600
Consumer,23584,300
Producer,82054,105224500
Consumer,56087,300
Consumer,82066,200
Producer,68501,105264300
Producer,58177,105267100
Consumer,88763,300
Producer,24392,105262200
Producer,63619,105247100
Consumer,75769,400
Producer,39630,105617300
Consumer,38009,400
Producer,60745,105614100
Consumer,26438,300
Consumer,70880,200
Producer,87159,105698400
Consumer,5984,300
Consumer,18527,200
Consumer,12937,300
Producer,78991,106140900
Producer,496,106123400
Consumer,23870,400
Consumer,11811,300
Consumer,52686,200
Producer,41757,106231400
Consumer,19941,200
Consumer,28416,200
Producer,72271,106282200
Producer,9607,106254600
Consumer,12857,1700
Consumer,77635,200
Producer,72766,106608900
Consumer,20831,200
Consumer,65029,300
Producer,82346,106689300
Consumer,56613,2800
Producer,27008,106659300
Consumer,46112,300
Producer,65614,106762600
Consumer,87621,200
Producer,92032,106756900
Producer,25289,106736100
Producer,7265,106734400
Consumer,16711,200
Consumer,98889,300
Producer,60612,106795100
Producer,2399,106787100
Consumer,10803,300
Consumer,79002,200
Producer,98718,107088600
Consumer,14619,100
Consumer,57226,400
Consumer,73526,200
Producer,91623,107186000
Producer,87661,107158200
Consumer,72164,300
Consumer,69225,300
Producer,40712,107223200
Producer,69446,107211300
Consumer,20915,200
Consumer,14826,800
Consumer,22100,200
Producer,95310,107682100
Consumer,32702,200
Consumer,89662,300
Producer,90560,107848200
Consumer,49395,300
Producer,12967,107836700
Producer,35552,107811300
Consumer,9526,300
Consumer,19629,400
Producer,57313,107924600
Consumer,4418,400
Consumer,10596,400
Consumer,69113,300
Producer,94021,108063500
Consumer,72544,300
Producer,26440,108061000
Producer,26627,108047100
Consumer,28538,300
Consumer,53430,200
Producer,86523,108464300
Consumer,73435,300
Producer,29120,108458900
Producer,30262,108460300
Consumer,96511,400
Producer,91822,108500200
Consumer,79451,200
Consumer,35172,400
Producer,43474,108527700
Consumer,2568,300
Consumer,84837,70800
Producer,66275,108577700
Producer,34418,108474100
Producer,20842,108407000
Producer,3154,108372200
Producer,47032,108373700
Producer,22606,108358800
Consumer,57691,200
Producer,61061,108577100
Consumer,29388,200
Consumer,77369,2200
Producer,91260,108667500
Consumer,93768,200
Producer,88032,108630100
Consumer,63929,100
Producer,47868,108652400
Consumer,59684,200
Producer,65145,108628200
Consumer,74022,200
Producer,11428,108591000
Consumer,99512,300
Producer,15812,108589900
Producer,1631,108543800
Producer,27870,108550000
Consumer,22168,300
Producer,84164,108250100
Producer,79468,108187000
Consumer,17665,300
Consumer,40649,100
Consumer,13962,200
Producer,76511,108277700
Consumer,37047,300
Consumer,56725,100
Producer,48271,108254600
Consumer,27326,200
Consumer,22541,200
Consumer,46953,200
Producer,99546,108877900
Consumer,87704,200
Producer,79707,108914100
Producer,1205,108924200
Consumer,50293,300
Producer,83833,108903600
Consumer,6889,300
Consumer,90934,200
Producer,45258,108927200
Producer,47437,108867300
Consumer,45525,200
Producer,11802,108864600
Producer,47106,108752400
Producer,9104,108692600
Consumer,63227,300
Producer,37989,109182500
Producer,2817,109182700
Consumer,3092,300
Consumer,72855,300
Producer,31958,109181500
Consumer,61226,500
